wl,beetle_Stigmodera gratiosa_blue_Splice17_001,beetle_Stigmodera gratiosa_blue_Splice17_002,beetle_Stigmodera gratiosa_blue_Splice17_003,beetle_Cyria imperialis_yellow_Splice17_001,beetle_Cyria imperialis_yellow_Splice17_002,beetle_Cyria imperialis_yellow_Splice17_003,beetle_Castiarina_erythroptera_red_Splice17_001.txt,beetle_Castiarina_erythroptera_red_Splice17_002.txt,beetle_Castiarina_erythroptera_red_Splice17_003.txt,beetle_Temognatha obscuripennis_dark purple_Splice17_001,beetle_Temognatha obscuripennis_dark purple_Splice17_002,beetle_Temognatha obscuripennis_dark purple_Splice17_003,beetle_Melobasis cuprifera_pink_Splice17_001,beetle_Melobasis cuprifera_pink_Splice17_002,beetle_Melobasis cuprifera_pink_Splice17_003,beetle_Merimna atrata_black_Splice17_001,beetle_Merimna atrata_black_Splice17_002,beetle_Merimna atrata_black_Splice17_003,beetle_Melobasis_propinqua_green_green_Splice17_001,beetle_Melobasis_propinqua_green_green_Splice17_002,beetle_Melobasis_propinqua_green_green_Splice17_003,beetle_Pseudotaenia gigas_green_Splice17_001,beetle_Pseudotaenia gigas_green_Splice17_002,beetle_Pseudotaenia gigas_green_Splice17_003
410,4.690223214,4.430178571,5.020133929,7.540446429,6.370491071,7.320535714,4.126086957,5.017391304,3.824347826,7.800089286,8.020133929,7.510401786,4.040089286,4.190267857,4.640089286,5.7903125,5.459955357,5.469955357,5.279955357,3.720178571,4.29,6.449598214,8.189732143,8.380178571
415,5.106696429,4.415022321,5.016651786,7.184977679,6.153303571,7.043303571,4.105909091,5.119545455,3.882727273,7.893348214,8.061674107,7.65828125,3.809955357,4.146607143,4.47,5.569955357,5.441674107,5.325022321,4.914933036,3.564977679,4.324933036,6.621674107,8.348325893,8.479955357
420,5.323691275,4.823422819,5.323691275,7.25,6.166845638,7.183691275,3.983181818,5.099545455,3.838636364,8.073154362,8.360268456,7.696845638,4.047114094,4.300536913,4.49,5.586845638,5.226577181,5.333422819,4.660268456,3.6,4.140536913,6.953691275,8.467114094,8.573422819
425,5.424675615,4.991946309,5.501297539,7.26935123,6.308053691,7.334026846,3.856363636,4.876363636,3.746363636,8.008053691,8.214026846,7.598702461,3.984675615,4.464675615,4.685324385,5.554026846,5.21,5.464675615,4.458702461,3.31,3.978053691,7.061297539,8.75064877,8.711297539
430,5.58470852,5.14470852,5.70470852,7.32264574,6.26206278,7.18,3.818636364,4.757272727,3.678181818,7.97941704,8.32735426,7.64,4.12058296,4.36529148,4.67058296,5.26793722,5.18264574,5.37529148,4.27264574,3.32,3.78,7.48941704,8.58,8.76735426
435,5.83,5.26,5.969058296,7.25,6.29,7.23,3.747826087,4.703913043,3.593478261,8.169058296,8.381412556,7.74,4.108116592,4.298587444,4.758587444,5.278587444,5.250941704,5.210470852,4.071883408,3.330470852,3.62,7.660470852,8.641412556,8.940470852
440,5.948157303,5.43,6.03447191,7.24,6.35447191,7.31,3.743913043,4.688695652,3.566956522,8.062629213,8.400786517,7.771842697,4.260786517,4.51,4.73,5.138157303,5.21,5.16,4.01552809,3.459213483,3.751842697,7.84,8.67,9.03
445,6.12858427,5.57,6.161460674,7.342876404,6.587168539,7.47141573,3.772727273,4.656363636,3.564545455,8.072876404,8.277168539,7.732876404,4.26858427,4.545707865,4.85,5.225707865,5.114292135,5.134292135,4.06141573,3.592831461,3.895707865,8.047168539,8.822876404,9.085752809
450,6.587477477,6.038085586,6.606869369,7.593130631,6.823738739,7.747477477,3.708181818,4.621818182,3.568636364,8.043130631,8.273130631,7.723130631,4.3,4.693738739,5.003738739,5.066869369,4.976869369,5.036869369,4.253738739,3.670608108,4.054346847,8.426869369,9.116869369,9.556261261
455,6.92731377,6.268848758,6.947697517,7.65,6.87,7.799232506,3.683913043,4.653043478,3.572608696,8.040383747,8.29,7.680383747,4.449616253,4.81,5.120383747,5.071151242,5.05,5.090383747,4.408848758,3.969232506,4.299616253,8.79731377,9.328465011,9.738465011
460,7.47241535,6.70489842,7.54241535,7.87751693,7.08,8,3.669565217,4.633043478,3.574782609,7.9,8.16248307,7.55751693,4.51248307,5.06,5.27248307,4.97,4.99751693,5.03503386,4.74496614,4.26248307,4.65248307,9.35496614,9.77248307,10.29744921
465,8.118484163,7.3639819,8.262986425,8.04199095,7.310995475,8.255497738,3.631363636,4.606818182,3.549545455,7.9,8.124502262,7.504502262,4.730995475,5.19,5.555497738,4.945497738,4.966493213,4.955497738,5.212986425,4.667488688,5.042986425,9.622986425,9.970995475,10.59199095
470,8.97321267,8.201855204,9.327782805,8.3,7.518642534,8.488642534,3.603043478,4.616521739,3.541304348,7.802714932,8.022714932,7.41,4.848642534,5.365927602,5.675927602,4.831357466,4.921357466,4.892714932,5.685927602,5.075927602,5.52321267,10.1259276,10.3159276,10.90864253
475,9.75755102,8.97170068,10.38340136,8.471950113,7.773900227,8.717800454,3.594782609,4.603043478,3.556086957,7.68,7.888049887,7.278049887,5.121950113,5.68585034,5.967800454,4.746099773,4.828049887,4.856099773,6.277800454,5.58585034,6.09585034,10.47975057,10.65975057,11.32780045
480,10.64857143,9.863968254,11.6647619,8.721587302,8.006190476,9.020793651,3.586818182,4.599545455,3.540909091,7.584603175,7.804603175,7.225396825,5.351587302,5.940793651,6.285396825,4.740793651,4.770793651,4.790793651,6.882380952,6.096984127,6.683174603,10.9715873,11.04079365,11.7615873
485,11.58181818,10.82977273,13.01772727,9.027954545,8.306931818,9.316931818,3.551304348,4.587826087,3.56173913,7.492045455,7.681022727,7.092045455,5.628977273,6.296931818,6.586931818,4.671022727,4.761022727,4.751022727,7.611818182,6.684886364,7.354886364,11.62181818,11.46488636,12.29284091
490,12.48626424,11.79897494,14.46252847,9.283553531,8.633553531,9.680842825,3.542173913,4.577391304,3.597826087,7.437289294,7.607289294,7.027289294,6.008132118,6.718132118,7.018132118,4.624578588,4.687289294,4.717289294,8.398974943,7.283553531,8.036264237,12.49168565,12.07355353,13.04168565
495,13.29284738,12.66624146,15.77266515,9.76642369,9.13642369,10.20302961,3.544782609,4.592173913,3.660869565,7.356605923,7.52,6.946605923,6.393029613,7.173029613,7.489635535,4.616605923,4.693394077,4.69,9.186241458,7.923029613,8.773029613,13.54927107,12.82284738,14.00605923
500,14.01383562,13.49511416,17.02703196,10.29255708,9.703196347,10.77383562,3.556956522,4.612608696,3.753478261,7.25,7.389360731,6.86,6.893196347,7.753835616,8.143196347,4.609360731,4.679360731,4.649360731,9.964474886,8.503196347,9.443835616,14.93767123,13.87703196,15.25894977
505,14.56926941,14.18926941,18.06853881,10.91372146,10.35372146,11.51372146,3.625454545,4.681818182,3.867272727,7.195182648,7.300365297,6.79,7.46890411,8.46890411,8.853721461,4.62,4.65,4.664817352,10.77890411,9.09890411,10.14890411,16.68671233,15.41226027,16.97671233
510,14.9573913,14.69652174,18.93478261,11.69304348,11.14304348,12.33304348,3.705217391,4.756086957,3.996086957,7.150869565,7.240869565,6.72173913,8.154782609,9.343043478,9.742173913,4.59,4.590869565,4.60173913,11.54391304,9.645652174,10.78565217,18.70434783,17.26521739,19.0226087
515,15.18361556,15.05723112,19.5480778,12.54892449,12.06892449,13.32254005,3.780434783,4.824782609,4.155652174,7.076384439,7.146384439,6.666384439,8.995308924,10.27530892,10.76892449,4.57,4.62,4.61,12.24169336,10.19446224,11.4180778,21.06315789,19.62592677,21.51954233
520,15.20176606,15.18,19.93823394,13.48763761,13.05233945,14.37233945,3.876086957,4.94,4.363478261,7.05,7.11,6.62,9.914105505,11.27233945,11.94057339,4.58,4.591766055,4.61,12.92763761,10.66116972,11.98116972,23.55938073,22.31584862,24.18584862
525,15.02096552,15.19397701,19.99,14.50011494,14.06710345,15.49011494,3.981304348,5.067826087,4.592608696,7.01,7.026988506,6.54,11.00011494,12.47312644,13.28011494,4.57,4.573011494,4.56,13.50505747,11.04204598,12.43204598,26.08324138,25.24432184,26.96227586
530,14.70818391,14.99409195,19.84409195,15.55158621,15.16954023,16.66749425,4.116956522,5.234782609,4.884347826,6.94,6.954091954,6.5,12.12954023,13.68749425,14.6534023,4.56,4.58,4.58,14.05181609,11.39386207,12.88977011,28.47908046,28.44475862,29.75885057
